序号,用户,评论,时间
1216,鬼门妖姬,匠人精神！！！,5月4日 01:31
1217,水吉之秀-AK-HL-WJ,牛，太牛了,5月4日 01:30
1218,亦于子,我真的惊呆了,5月4日 01:30
1219,老胡同学cold,致敬！！！太厉害了！,5月4日 01:30
1220,墨LLZX,牛批,5月4日 01:29
1221,3L-ThreeL,太厉害了！！！棒！,5月4日 01:29
1222,1禾火,好难得上这种新闻，好的方面很多的，但是人很多看到糟糕的一面就开始一棍子沸腾。莆田出名的东西还是很多的，用心去了解。,5月4日 01:29
1223,阿灰不可爱,这也太厉害了吧,5月4日 01:28
1224,人间之福,牛人，国之栋梁！,5月4日 01:28
1225,lanveder1869,传世之作，真的！！！,5月4日 01:28
1226,已注销千年,超级牛啊,5月4日 01:27
1227,拉面淑女,没文化的我只会卧槽,5月4日 01:27
1228,Nicky526,牛,5月4日 01:27
1229,一生只够爱一人______,太厉害了,5月4日 01:27
1230,头头菌,希望艺术家能够看到祖国统一,5月4日 01:27
1231,yaya爱山药,这是？！？！,5月4日 01:27
1232,梦想每天都可以咸鱼,太厉害了吧！真的很佩服！能花四年的心血去完成一件作品，什么时候我能好好的把高中剩下的一年多好好读完我就谢天谢地了！,5月4日 01:27
1233,整天不在_,我的天太厉害了,5月4日 01:26
1234,家庭小精灵多比,太厉害了，令人叹为观止,5月4日 01:26
1235,带你游世界的余洁洁,大师！不过这跟树好大，也不知道多少年,5月4日 01:26
1236,左撇子大小眼的K,膜拜啊,5月4日 01:26
1237,樰琙蓝羽,厉害,5月4日 01:26
1238,#NAME?,无法想象的才能，是怎么将这么复杂的平面转化为立体，还在无法修改的情况下实现，更难得的是把家国情怀寄托其中，刻苦又享受在艺术创作中，这些词在他们身上真的都不是空话。,5月4日 01:25
1239,青花颂cw,在哪里可以展出,5月4日 01:25
1240,果汁酱啊-,手艺人，了不起！,5月4日 01:24
1241,烟雨含情,我见过有电脑雕的，然后手工修了，当手工雕刻的我见过别人这样,5月4日 01:24
1242,安妮Lionet,厉害了,5月4日 01:23
1243,青花颂cw,太厉害了👍，刻坏了就坏了，这是用了多大的耐心和毅力，令人佩服,5月4日 01:23
1244,冷星人家的客人,家乡的骄傲,5月4日 01:23
1245,夏未央Lee,高人,5月4日 01:23
1246,爱哭鬼4973,术业有专攻,5月4日 01:22
1247,我就是我干脆面,厉害,5月4日 01:22
1248,壹晴雪,太棒了,5月4日 01:22
1249,壹晴雪,天哪,5月4日 01:22
1250,Makeup-淼淼o,呀太震撼了，真正的大艺术家,5月4日 01:22
1251,不会卖萌的小慧慧,太牛逼了！这就叫艺术！,5月4日 01:22
1252,想做一只欧气的锦鲤,真的厉害！！！！,5月4日 01:21
1253,虞啸卿的白手套,厉害👍,5月4日 01:21
1254,寻鹿人生,这个电视台的那个谁说话 么的感情,5月4日 01:21
1255,__sister,真正的匠人！,5月4日 01:21
1256,是一颗菠萝呀呀呀,厉害,5月4日 01:20
1257,业内非著名精神病,敬佩，感动,5月4日 01:20
1258,沫沫淡念,比画的人还🐮,5月4日 01:20
1259,你要努力呐Simon,真的太厉害了 传世之作啊,5月4日 01:19
1260,生活真美好啧啧,天呐！太厉害了👍🏻,5月4日 01:19
1261,Re飞天少女猪,哇哇哇哇，我都找不到词语形容我内心的赞美了。,5月4日 01:19
1262,是吉他及他,太棒了！！！,5月4日 01:19
1263,勤奋的爬墙虎,难以置信……大国工匠……惊世之作,5月4日 01:19
1264,Prof_RitaX,匠人精神,5月4日 01:18
1265,Super_Xxxxqq,大国工匠！！,5月4日 01:18
1266,白雪yan球,太厉害了！！！,5月4日 01:18
1267,今年的一次改名机会已经用了,跪🧎‍♂️,5月4日 01:18
1268,板蓝根吃完了吗,这几百年后会变成国宝吧,5月4日 01:18
1269,林森时见鹿LH7梦醒时见你,郑师傅太厉害了，希望他所愿都能实现,5月4日 01:18
1270,我是三眼的粉,千言万语万语千言……,5月4日 01:18
1271,南风不闻西洲凉,大国工匠,5月4日 01:17
1272,Char沥,今年清明上河图又火了，前段时间有五个人用我的世界还原了它,5月4日 01:17
1273,大大漫画家,早日统一,5月4日 01:17
1274,凉水河舵把子,足以传世,5月4日 01:17
1275,屎味菠萝蜜,这要是流传百年，当属无价之作,5月4日 01:17
1276,SarawatFight,我去这也太牛了,5月4日 01:17
1277,AtlantisX,当世国宝,5月4日 01:17
1278,林森时见鹿LH7梦醒时见你,李师傅厉害，愿他所希望的都能实现,5月4日 01:16
1279,卡茵体育,传世之作，看呆了,5月4日 01:16
1280,甡神审慎,这是不是比画来得厉害👍了,5月4日 01:15
1281,薯条赖着番茄酱,惊人的毅力,5月4日 01:15
1282,追气球野心家-,致敬,5月4日 01:14
1283,数千万分之一,天哪！牛啊！,5月4日 01:14
1284,改个昵称so难,中国的工匠精神,5月4日 01:13
1285,你不知道的肥嘟嘟,真屌,5月4日 01:12
1286,小人物不幽默,那根绳子惊到了,5月4日 01:12
1287,花菇要冷静,鬼斧神工,5月4日 01:12
1288,95年的琑儿,天👍🏻,5月4日 01:12
1289,有酥脆小面包的陈二喵,太厉害啦,5月4日 01:12
1290,Nicole惟惟,匠人精神太棒了,5月4日 01:11
1291,沙沙南风,太厉害了！！！,5月4日 01:11
1292,啊嚯的白日梦,这个真的牛逼,5月4日 01:11
1293,心随唐,瑰宝,5月4日 01:11
1294,心坎里的小胖蟹,这需要多大的耐心呀！太厉害了,5月4日 01:11
1295,Lily區,人人：这伟大的作品展在哪呢？,5月4日 01:11
1296,生菜生了,我今晚说的墙绘～🤔,5月4日 01:11
1297,尹伊同学,请记住这个名字：郑春辉,5月4日 01:11
1298,凉兮_ing,厉害啊,5月4日 01:10
1299,一片孤叶落下,学过 但学不好  惭愧,5月4日 01:10
1300,根正花红,厉害👍,5月4日 01:10
1301,Pan大-,真的太厉害了。,5月4日 01:10
1302,谊娃y,我的天呐 太厉害了。而且这种心真的太令人感动了。,5月4日 01:10
1303,云朵小记,太震撼了！,5月4日 01:10
1304,WYB98676,致敬,5月4日 01:09
1305,又一暮,牛批🐮,5月4日 01:09
1306,弃暗投明hhh,太厉害了吧我的天,5月4日 01:09
1307,Lily區,这个可以用：（伟大的作品）来总结！,5月4日 01:09
1308,prprprmr,匠人！敬佩,5月4日 01:08
1309,角度大于距离,真的太厉害了👍,5月4日 01:08
1310,vvvjie,精湛的技艺，高超的技术！,5月4日 01:08
1311,啊喔咿呀哟,惊呆,5月4日 01:08
1312,一玮锅锅,太牛了,5月4日 01:08
1313,月摇情满江树,为师傅点赞！,5月4日 01:07
1314,诺式媒女,精湛的技艺+耐性，艺术巧匠,5月4日 01:07
1315,先森-挺好,国家应该收藏被好好保护，太难得了。,5月4日 01:07
1316,今天也请可爱呢,卧槽！！！！爱了爱了一定要好好保存下去啊！,5月4日 01:07
1317,北半球的冰山,太厉害了,5月4日 01:06
1318,Mandy小晶,大国工匠!,5月4日 01:06
1319,Ly_种花的兔纸,我说了好多句卧槽……,5月4日 01:06
1320,射手座de屋屋酱,因为热爱,5月4日 01:05
1321,银河系顶級熬夜选手,伟人精神！,5月4日 01:05
1322,Rachel_ding小7,🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮🐮！,5月4日 01:05
1323,我是小太阳好吗,好厉害啊👍叹为观止,5月4日 01:05
1324,__馨雨__,真的佩服五体投地,5月4日 01:05
1325,轩妤麻麻1026,太牛了,5月4日 01:04
1326,昵称不可用-A用,我的天！！,5月4日 01:04
1327,abc_beng,他用4年！树用了千年,5月4日 01:04
1328,Si7houette,无价之宝,5月4日 01:04
1329,北木离,真是看两个小时都不会烦,5月4日 01:04
1330,X_Tmac小南瓜,厉害了厉害了！,5月4日 01:04
1331,小R333,我的天最近很喜欢手工活，这也太太太太厉害了,5月4日 01:03
1332,遛只猪,价值连城,5月4日 01:03
1333,YIJUBAI0816,天呐太厉害了👍,5月4日 01:03
1334,今天爱IG了嘛,大国工匠,5月4日 01:02
1335,鲁沐晴扬,转发微博,5月4日 01:02
1336,Sunshine-阳阳阳阳阳光儿,真的太厉害了致敬大国工匠,5月4日 01:02
1337,doumilk,沃德玛雅,5月4日 01:01
1338,凡布里,这也太厉害了。敬佩敬佩,5月4日 01:01
1339,另一个情侣网名,老婆快看这个，我真的目瞪口呆,5月4日 01:01
1340,温州商霸天下,工匠精神,5月4日 01:01
1341,Choileee,太厉害了,5月4日 01:00
1342,有兔子尾巴的狼,我的天，太厉害了(ง •̀_•́)ง,5月4日 00:59
1343,偷吃麻薯的蜗牛,匠人精神,5月4日 00:59
1344,烧烤de年华,真的牛逼,5月4日 00:59
1345,就吃一碗清粥,大国工匠！,5月4日 00:59
1346,LyyLyyyyy,天啊,5月4日 00:59
1347,爱进眼睛的小睫毛,没文化的我一眼就只能   “哇哦……”,5月4日 00:58
1348,为了车厘子自由,ﾞ━=͟͟͞͞(Ŏ◊Ŏ ‧̣̥̇)本以为是浮雕那种立体，居然是！太厉害了！,5月4日 00:58
1349,寒风如是,旷世奇才,5月4日 00:58
1350,慌慌张张的小蜂蜜,鸡皮疙瘩,5月4日 00:58
1351,走x走x凉凉,真的是艺术家,5月4日 00:58
1352,花园设计杨云舒2011,集大成者 巨匠,5月4日 00:58
1353,罗娜塔塔,牛人,5月4日 00:58
1354,未知品种熊,我词穷了，不知道用什么言语赞美，内心只有一句卧槽，🐮 🍺,5月4日 00:57
1355,春眠才觉晓,太厉害了👍 牛逼,5月4日 00:57
1356,蜜制豆奶,真的好羡慕这种人的生活，认真做一件事情，坚持做一件事情，不被外界打扰。也很佩服,5月4日 00:56
1357,heavenvan,这这这。。。。真是佩服得五体投地,5月4日 00:56
1358,南岸栀宇,致敬劳动者，大国工匠,5月4日 00:56
1359,做你手心里的霸王杯,太美了！大国工匠！福建骄傲！！期盼祖国早日统一！,5月4日 00:56
1360,fat_Nancy,我的天啊，这是真的很厉害,5月4日 00:56
1361,叽里咕噜谈梦想,卧槽,5月4日 00:55
1362,sxhg庚,绝了绝了,5月4日 00:55
1363,我萌混过关啦,我去！！！太厉害了(✪▽✪),5月4日 00:55
1364,拆王甜甜的乐高,我的天啊！震惊了！真的太厉害了！致敬！,5月4日 00:55
1365,属猫de小绵羊,大莆田真厉害,5月4日 00:55
1366,2020_yu_,太厉害了,5月4日 00:55
1367,YGG·,大师啊,5月4日 00:55
1368,MootrowZeng,那条长长的绳子真的想不出怎么雕出来的,5月4日 00:55
1369,兔兔猪猪班班,看了标题觉得，嗯，挺厉害，看了视频，我的天，震撼，真的太震撼了，这得是多大的耐心，多好的技术，当代还有这种手工艺能人，致敬,5月4日 00:55
1370,世安的蛇蛇,一开始还以为是平面的，内心只有一丝波澜，看到是立体的，我一身鸡皮疙瘩就起来了！,5月4日 00:55
1371,我想注册的昵称全部都被注册过,了不起！,5月4日 00:54
1372,一瑗-,牛皮格拉斯,5月4日 00:54
1373,南岸一木,有想拜师学艺的想法了,5月4日 00:54
1374,黎修意,好厉害👍,5月4日 00:53
1375,vi薇安GT,这才是真正的大师！！！！,5月4日 00:53
1376,品一杯清茗看云雾蒸腾,流弊流弊流弊手工匠坐人,5月4日 00:53
1377,山蛋蛋那个泪坨坨,国之工匠，当之无愧,5月4日 00:53
1378,月下花影惹人怜,好了，我的作文又有素材了,5月4日 00:53
1379,橙与芯,这个大师是我伯父的堂弟，有幸与他学过一年多的技术，很荣幸，是一个非常和蔼的大师,5月4日 00:53
1380,等风来别错用神,厉害,5月4日 00:53
1381,多梦又回来了,大师,5月4日 00:52
1382,你昕爷还是你昕爷,太牛了,5月4日 00:52
1383,不想开学的小叶,真厉害啊,5月4日 00:52
1384,叫我飞天猫,大国工匠精神！,5月4日 00:52
1385,名字珍南想,错了，可以用方便面补啊,5月4日 00:51
1386,淘宝买的斩马刀怎么可能开了光,传世之作,5月4日 00:51
1387,冲破悲剧黑暗英雄,有志者事竟成,5月4日 00:51
1388,我好想吃螺蛳粉啊,我的天,5月4日 00:51
1389,Bo猪,天啊，厉害,5月4日 00:51
1390,劉慶虎LeoLaw,高人！！,5月4日 00:50
1391,贰玖玖玖,大国工匠,5月4日 00:50
1392,ETERNAL__静静,致敬大国工匠！,5月4日 00:50
1393,Miss宋__,此时此刻 没文化的我 只想说一句 卧槽,5月4日 00:50
1394,咩咩怪工作室,真的很不错哎，很喜欢手艺的作品，这个不仅是雕刻，更是心血,5月4日 00:50
1395,雨村吴家泞音,令人敬佩的匠人精神，希望这些手艺都能传承下来,5月4日 00:49
1396,古雪稀c,要好好保存起来！太厉害了，艺术品啊,5月4日 00:49
1397,沙发上的加菲猫,叹为观止,5月4日 00:48
1398,安shily,高手在民间,5月4日 00:48
1399,心宽体胖好吃懒做,哇,5月4日 00:48
1400,心无城府深沉善,巨匠,5月4日 00:48
1401,是沐沐子呀,真的好赞,5月4日 00:48
1402,lucky7-刘雯,人家在雕木你在玩手机，人家在画画你在玩手机，你什么时候可以放下手机去做点正经事啊,5月4日 00:48
1403,养金鱼的Y,工匠精神,5月4日 00:48
1404,CREAMs·,我觉得这件工艺品有资格放进博物馆收藏了，让更多的人也能够看到,5月4日 00:48
1405,sher04,工匠精神,5月4日 00:47
1406,橘子柠檬香香,好奇怎么保存呢，避免回潮和虫蛀,5月4日 00:47
1407,昵称叫夢飛,大师,5月4日 00:47
1408,一片冰心在玉壶--,太厉害了，匠人匠心啊,5月4日 00:47
1409,不是呆呆畑燃,这比双击666强多了,5月4日 00:47
1410,阿仙奴贰,太厉害了！,5月4日 00:47
1411,#NAME?,🐂🍺,5月4日 00:47
1412,原味薯片和快乐肥宅水,好厉害啊,5月4日 00:47
1413,whj鸿泓,叹为观止，工匠精神，大师！！！,5月4日 00:47
1414,_你說呢1,  国家瑰宝！,5月4日 00:46
1415,喵小姜,希望有生之年，看到祖国统一台湾。,5月4日 00:46
1416,_YuanYuan5633,太牛了。,5月4日 00:46
1417,鑫亞Qin,太厉害了,5月4日 00:46
1418,ssS_SssS_Sss,中国匠人,5月4日 00:46
1419,晗站,这手太灵巧啦，工匠精神,5月4日 00:45
1420,sher04,太厉害了！,5月4日 00:45
1421,不三情书,格局太大了！,5月4日 00:45
1422,可可的小铺子呀,真棒,5月4日 00:45
1423,安可何克,传世之作,5月4日 00:44
1424,狗子望天长叹气,高人,5月4日 00:44
1425,大晴天哈哈哈,太厉害了,5月4日 00:44
1426,DOMINIC·,这个是真的牛逼了,5月4日 00:44
1427,梦想用卤蛋打爆野王,厉害,5月4日 00:44
1428,Jia一一一,目瞪口呆。太厉害了,5月4日 00:44
1429,什么椰果不椰果,工匠精神,5月4日 00:44
1430,十二山晨,大国工匠！,5月4日 00:43
1431,k凯薇,哇塞！匠人,5月4日 00:42
1432,是Jayzee呀,匠人匠心,5月4日 00:42
1433,Hello冰糖雪梨,牛,5月4日 00:42
1434,我也喜欢河马诶嘿,太强了，传世巨作啊,5月4日 00:42
1435,香瓜蛙,真的🉑,5月4日 00:42
1436,月梦的翅膀,厉害！,5月4日 00:42
1437,S任都X,然后呢~,5月4日 00:42
1438,易心易意_伴千玺,太厉害了,5月4日 00:42
1439,柠檬镇ing,太棒啦，,5月4日 00:42
1440,zhouhua忠,现代瑰宝,5月4日 00:42
1441,牛板筋萌萌哒姐,好厉害啊,5月4日 00:41
1442,eagle21g,这就是老祖先的精神，工匠的精神！沉得住气，技艺稳扎稳打，精益求精。,5月4日 00:41
1443,只想去浪,应该放到博物馆珍藏、哪个时代都有这样的天人异禀。,5月4日 00:41
1444,陈某人的微博撒,牛批,5月4日 00:41
1445,索尔卫,高手在民间,5月4日 00:41
1446,小小雏菊Pt,一生中最有意义的事,5月4日 00:41
1447,摄影师傅,立体的！！？,5月4日 00:41
1448,画邏,厉害啊。,5月4日 00:40
1449,花哼小姐,除了牛逼二字，想不出其他能用的词儿了,5月4日 00:40
1450,爱家驹爱别安,牛逼,5月4日 00:40
1451,草原甜心的话筒-DL,致敬！,5月4日 00:40
1452,枫枫枫晓枫,书念得少，这简直太牛逼啦,5月4日 00:40
1453,hermit-旎,【】中国的传统手艺博大精深！,5月4日 00:40
1454,里恩小草莓,好厉害！！！,5月4日 00:40
1455,雨腩,厉害厉害👍,5月4日 00:40
1456,米芷萍,  新闻里的这个人是手艺人，感觉你和小伙伴可以去采访他下。这样的人和他的作品太值得被我们了解了。,5月4日 00:40
1457,只研黛墨作春山,太厉害啦！,5月4日 00:39
1458,喜欢爬墙的小蜜蜂,我记得画特别长来着,5月4日 00:39
1459,每一天都特别甜_,目瞪口呆！了不起,5月4日 00:39
1460,唇边痣·溺爱,厉害,5月4日 00:39
1461,杳十八,致敬大国工匠,5月4日 00:39
1462,1897丹丹,有一说一 这是真的牛逼,5月4日 00:39
1463,Swaggy-HLin,看得我目瞪口呆，绝了,5月4日 00:38
1464,Mr_曼小姐,真是太帅了,5月4日 00:38
