序号,用户,评论,时间
6539,sun卖梦馆,子柒你冬天是怎么取暖的,3月26日 09:45
29637,豆豆妈嘛-免费jianzhi戳我头像,子柒你的真爱来了 就是我,3月21日 22:10
4632,tan七七,子柒你的视频拍的越来越好了,3月28日 13:29
20442,下一站彩虹75288,子柒妹妹，我们李家人的骄傲！大爱你！看着就暖意浓浓！,3月22日 23:00
15535,水红123,子柒美女不要觉得压力大喔，不管你的视频我们都喜欢喔,3月23日 10:12
16241,该睡就睡梦里都有,子柒每个视频都好认真，准备好久，从开始种植到完成制作，可以看出真的不容易，为这些非遗的传承想贡献自己的一份力。我们看了也增长了知识。真的好佩服顶手能力好强。,3月23日 09:05
14614,徐喵喵__,子柒每次上新的视频我都会攒着和妈妈一起看，我妈是不是发出感慨：这到底是什么样的仙女啊,3月23日 12:12
14609,徐喵喵__,子柒每次上新的视频我都会攒着和妈妈一起看，我妈时不时发出感慨：这到底是什么样的仙女啊,3月23日 12:12
10859,优雅的SUPER小鱼,子柒没有两年前漂亮了！镜头前，脸上若隐若现的斑，蓬松凌乱的头发，口红颜色💄也不鲜美了。 原来的每期视频，都是极致的美学构图，每期都是近景特写加远景大镜头，现在感觉有点粗糙，过份真实了！,3月23日 21:58
17784,向日葵look1987,子柒么么哒,3月23日 01:47
3320,yuer就穿平底鞋,子柒淋雨了头发都湿透了，没弄干，会有头痛病的，注意身体啊,3月30日 10:15
2956,whivey,子柒快更新吧,3月31日 18:44
25937,请叫我兰妹妹,子柒可以当我老师吗可以让我去你家住几天吗,3月22日 14:54
3546,灵轩潇客,子柒看我,3月29日 23:56
11633,朝夕朝惜,子柒就是小仙女，最开始染布时候身上的碎花蓝布裙也好好看啊,3月23日 19:51
2665,希西_91893,子柒就是仙女啊,4月1日 22:23
6363,狗子很可爱y,子柒就是仙女8⃣️,3月26日 12:44
14046,布奶果儿,子柒就是我心目中的女神！没有之一,3月23日 13:21
18247,吟安雪,子柒就是个神仙，手真的好巧呀，画画也那么好看,3月23日 00:50
31001,边边边旭丹,子柒就是🐂，啥都会！希望是时候有机会可以去看看,3月21日 19:11
28500,彭三岁的小女友,子柒姐终于等到你了,3月22日 00:16
29709,李游90476,子柒姐真的是什么都会，家里什么都有,3月21日 22:01
8730,五度以下,子柒姐真的是多才多艺，我又看了一遍，真的好好看啊,3月24日 18:43
25873,行走的蜡笔小新剧场版,子柒姐真的好美，我快看哭了 怎么会有如此美好有才的女子,3月22日 15:12
25172,冬日的暖g,子柒姐也注意安全啊,3月22日 18:26
10078,是那个雅博啊,子柒姐要出必出精品，果不其然...,3月23日 23:34
4790,童年棪,子柒姐下次什么时候更新啊,3月28日 08:17
7356,似九lotus,子柒姐太厉害了,3月25日 16:30
11483,LookingforJay,子柒姐太厉害了,3月23日 20:19
26100,Key-TZ,子柒姐太棒了！,3月22日 14:17
23541,T橙叶仙草,子柒姐手好巧,3月22日 21:14
30080,一博炫2019,子柒姐你就是我心中的女神 就像是生活在仙境中,3月21日 21:12
6602,所向披靡少年时,子柒姐你的出现必定是惊艳于凡世俗尘的,3月26日 08:13
11346,忽而今夏qx,子柒姐姐终于来了，好想好想你呀,3月23日 20:43
15011,时光中有子目,子柒姐姐终于来了，从上次作文素材中看到了你，就开始关注你感觉你真的是把一些传统的文化展示出来，让我们更加了解，真的很喜欢你这种为了完成一件事，不惜投入全部精力和时间的这种精神，很感谢你，你展现出了我们向往的乡村生活，加油子柒姐姐,3月23日 11:15
16390,阿篋,子柒姐姐终于来了,3月23日 08:52
10404,wuliSHU琴,子柒姐姐终于更新了,3月23日 22:53
4297,走多少路才会回到最初,子柒姐姐终于更新啦，等的我辛苦,3月28日 22:39
11191,喜欢吃吃吃榴莲的little胖,子柒姐姐终于更新啦  想你,3月23日 21:08
2288,clownDJ,子柒姐姐真是心灵手巧，真是爱了爱了，看你手都心疼得慌，在给我们拍视频的同时也一定要爱护好自己哟！尤其是那双巧手一定要保护好,4月2日 11:11
7601,今天也要加油的小那麽,子柒姐姐真好看，这蓝花布上的花纹真的是惊呆我了,3月25日 13:05
15377,小仙女Kiki_S,子柒姐姐真好看！ 厉害！,3月23日 10:32
21092,啾Augenstern,子柒姐姐真的太厉害太美了！过着我爱而不得的生活真的好羡慕但每次看到子柒姐姐的手都很心疼啊，子柒姐姐要好好照顾自己哦,3月22日 22:37
28338,云云易声,子柒姐姐真的太棒了！我要吹爆！！！长相是气质婉约的东方美人，做的是弘扬中华传统文化的事，过的是令人向往的诗意生活。真好,3月22日 00:44
12697,菲常可爱的小肉手,子柒姐姐真的是神仙啊！,3月23日 16:40
725,一池沐风,子柒姐姐真的什么都会啊,4月21日 11:08
28266,暖佳有冉,子柒姐姐真的全能啊，我爱,3月22日 00:56
22847,苏狸nice,子柒姐姐真的很用心了,3月22日 21:38
31653,Meimi_酱,子柒姐姐真的很厉害，只要你想，没有你不会做的。等了2个月，你终于更新！！！感谢有你~~~,3月21日 17:31
16802,阔爱昀层,子柒姐姐真的很棒,3月23日 08:09
18721,肥烊卷儿呀,子柒姐姐真的好想你哇！要照顾好自己哟～,3月23日 00:15
5908,只对有你的幸福上瘾,子柒姐姐真的好美，活成了我梦想中的样子，每次看视频的时候都感觉特别宁静，也是给现实中的自己一点慰藉吧,3月26日 21:16
5895,甜蜜樱桃汁,子柒姐姐真的好美(✪▽✪)好久不见了，我很想你哦，各个公众号都疯狂转发你消失，终于知道你在忙什么啦！嘿嘿嘿我超爱你的！！！赞一个,3月26日 21:31
648,一程山路随吾心,子柒姐姐真的好厉害，无所不能。要健康快乐，平安顺遂。,4月24日 20:26
5441,爱笑1224,子柒姐姐真的好厉害，满满的韵味！！！,3月27日 11:34
12148,婧blingbling,子柒姐姐真的行走的非遗弘扬人宝藏姐姐我爱了,3月23日 18:18
7254,田甄田的张小张,子柒姐姐真的超棒啊啊啊,3月25日 17:58
5138,kddtootlgpy,子柒姐姐真棒棒！,3月27日 19:10
27864,卷卷一群-,子柒姐姐一定要来乌镇看蓝印花布呀！！,3月22日 04:52
26530,噢噢噢噢噢哒,子柒姐姐也太棒了吧，爱了爱了,3月22日 12:52
25642,撅嘴明玉小可爱,子柒姐姐也是红楼梦中人。一曲红楼醉众生。,3月22日 16:15
11499,木莓九九,子柒姐姐我想看做炸酱面，热干面，米线等一些面食,3月23日 20:15
15028,小潇好可爱O,子柒姐姐我好喜欢你啊,3月23日 11:12
31824,翻白眼的妹子,子柒姐姐我好喜欢你,3月21日 17:08
10963,夼再看就把你吃掉,子柒姐姐我超喜欢你的,3月23日 21:44
21786,是罗响哦,子柒姐姐我爱你,3月22日 22:12
32357,暮时不归山,子柒姐姐太漂亮了吧！一定是下凡来体验凡间生活的仙女儿！,3月21日 15:55
12953,你到没有多少个妹妹,子柒姐姐太美了真希望我以后也能过上你这种生活,3月23日 16:03
22042,JingYi----,子柒姐姐太厉害了吧,3月22日 22:04
27532,WLDJZS,子柒姐姐太厉害了,3月22日 08:51
4432,Wings-Y_,子柒姐姐太棒了,3月28日 19:15
20828,在隔壁卖饼的小木木,子柒姐姐手太巧了,3月22日 22:46
29478,Young·阳阳,子柒姐姐是“青出于蓝，而胜于蓝” 而我想对小柒姐姐说，“好久不见 甚是想念❤️”,3月21日 22:26
13840,做一抹晨光,子柒姐姐你终于更了，想你都想哭了。都要喜极而泣了。,3月23日 13:49
3687,樱桃小姐Berry,子柒姐姐你真的又美又有才，我爱惨你了！每个视频的背后一定都有很多我们看不见的辛苦，相信大家都会被你认真的态度所感染的,3月29日 22:13
5687,念而不舍终相见呀,子柒姐姐你是什么神仙啊，世上还有你不会做的东西吗,3月27日 00:10
3089,寻找环环的本本,子柒姐姐你好棒啊！！这手艺 好喜欢，好喜欢我所看到姐姐视频中那种生活，有那么舒服的小家！！家中物品自己添置，特别喜欢diy！因为这样总有特殊的意义所在！,3月31日 00:55
16479,青橙微酸1,子柒姐姐每一个画面都是一幅画[米奇比心],3月23日 08:43
25817,挽风故辞,子柒姐姐每条视频我都有看😭😭,3月22日 15:24
23334,peraya阿洁啊,子柒姐姐每个视频都好用心,3月22日 21:21
5395,王思儿思儿,子柒姐姐快更博呐啊啊啊啊。好想看美丽且心灵手巧的小仙女呐,3月27日 12:38
29659,匜泥安,子柒姐姐康康我呀~,3月21日 22:08
12560,卖个你头啊,子柒姐姐看这里,3月23日 17:04
12610,星星里的柠檬片,子柒姐姐看看我！,3月23日 16:55
27297,锦鲤附身的2020,子柒姐姐就是一直被模仿从未被超越的存在,3月22日 09:49
30218,莫某人就叫莫某人,子柒姐姐匠心精神！！,3月21日 20:54
26180,琐琐碎碎念念叨叨,子柒姐姐简直无所不能！,3月22日 14:01
5261,左岸碎语24317,子柒姐姐加油！才女我爱了,3月27日 15:54
17399,王嘎子,子柒姐姐好想你啊啊啊啊啊,3月23日 05:23
11298,-千教万教教人求真-,子柒姐姐好仙,3月23日 20:51
3216,Sweety941520,子柒姐姐好厉害👍,3月30日 16:29
21289,Ying木水子,子柒姐姐好厉害👍,3月22日 22:29
4585,Seehmilyou寧,子柒姐姐好厉害，我长大了可以跟你学手艺吗嘻嘻嘻,3月28日 14:43
19269,开蕾呀,子柒姐姐好厉害，好漂亮的子柒蓝! ! !❤❤❤,3月22日 23:49
10898,禤梓莜44770,子柒姐姐好棒好棒👍👍,3月23日 21:52
29033,Xue洁洁的小雪糕,子柒姐姐好棒啊！！,3月21日 23:11
22543,joseygirl,子柒姐姐好棒啊,3月22日 21:48
18447,无畏生长的人,子柒姐姐好棒，啥都会，我自卑了,3月23日 00:32
22398,爱学习的旅行呱呱呱,子柒姐姐好，超喜欢你的作品的是你永远的小粉丝哦!挺你!!加油鸭!!!,3月22日 21:52
20695,薛之谦未来儿媳,子柒姐姐的这种生活应该很多人都向往吧 我也特别喜欢婆婆,3月22日 22:51
2271,夏一撮,子柒姐姐的视频真的看的人很感动，给考研路上焦虑的我莫大的安慰和鼓励，谢谢最好的姐姐,4月2日 12:04
6764,迷途要知返na,子柒姐姐的视频真的会让内心安静下来,3月26日 00:14
32645,陷落美好de原,子柒姐姐的生活真的很棒！！！！！,3月21日 15:20
17491,五月天boy,子柒姐姐的蜡染技术好棒  去年去湖南自己画了图 由于个别原因没来的及上腊和上色 觉得好遗憾  看了你的视频心中开心了许多,3月23日 03:36
18666,nicole_Cherry123,子柒姐姐的画功很好，人美心巧，我会一直一直支持你的,3月23日 00:19
16822,君冥修-杨,子柒姐姐抽我抽我！！！向往汝之生活，奈何作业太多,3月23日 08:07
5257,云无终端,子柒姐姐抽我,3月27日 16:05
16596,草籽和玫瑰都有玫瑰,子柒姐姐超级超级喜欢你的,3月23日 08:30
31095,经年蔯,子柒姐姐比本草中华里染蓝的那一部分更厉害！！！好棒ヾ ^_^♪,3月21日 18:57
22420,望缘的好家丁,子柒姐姐棒棒哒,3月22日 21:51
18619,德云小仙女儿lnm,子柒姐姐～(￣▽￣～)~，我是一个初二学生党，从自己五年级开始就非常喜欢你的视频，每天都在自己不多的空余时间里苦苦等待更新。简而言之，我想要一份礼物*^_^*嘻嘻。啊！希望子柒姐姐可以临幸我吧！,3月23日 00:21
12212,什么鬼呀哈,子柒姐姐，终于等到你更新了 终于等到你，还好我没放弃,3月23日 18:05
4988,是爷不是姑娘,子柒姐姐，真的真的超级喜欢你🥰,3月27日 22:16
30492,987123曌,子柒姐姐，想要T恤,3月21日 20:14
7833,小隐08256,子柒姐姐，喜欢你好久啦( ^_^)／,3月25日 09:55
957,why潇201805,子柒姐姐，喜欢你穿红衣服，美腻,4月14日 23:13
15821,小丑鱼oo00,子柒姐姐，我真的希望我的螺蛳粉能快点发货,3月23日 09:44
17898,那抹最深的浅蓝,子柒姐姐，我长大了要像你一样,3月23日 01:28
9322,joseygirl,子柒姐姐，我在这,3月24日 11:49
14792,鲸Y落1128,子柒姐姐，我们这次作文考到你了,3月23日 11:46
6735,十七6979952776,子柒姐姐，我就是那个小朋友,3月26日 00:32
16892,明明啊哈哈,子柒姐姐，我爱你(ღ♡‿♡ღ),3月23日 07:57
32033,kikyocc,子柒姐姐，太喜欢你了！,3月21日 16:39
11013,小怪兽丢不掉的回忆,子柒姐姐，去年我度过了很艰难的一年，失去了最亲的人，每次看你的视频，都会有一种想哭的感觉，看着让我觉得很窝心，从07年知道你的微博到现在，你的每一条微博从不落下，真的很喜欢很喜欢你,3月23日 21:38
2387,素履以往Ethereal,子柒姐姐，你真的好像神仙！！我好羡慕你,4月2日 07:54
19700,甜甜胖胖酱,子柒姐姐，你太优秀啦！！！,3月22日 23:29
18887,傻春有深度,子柒姐姐，你收徒弟吗！,3月23日 00:07
5288,梦想娶到有钱哥哥,子柒姐姐，你收徒弟不！真想跟你拜师学艺！,3月27日 15:01
5848,Gracebabyidontcare,子柒姐姐，你让我看到了这个世界上真的有诗情画意，好美好美,3月26日 22:09
31259,mn沐锦诺,子柒姐姐，你好棒,3月21日 18:29
17793,陈佳佳Jessie,子柒姐姐，你多才多艺，什么都会干，我以后也会努力变成像你一样的女孩儿！,3月23日 01:45
3564,后妈达菲,子柒姐姐，蓝印花布是我家乡的特产很高兴姐姐将它展示出来,3月29日 23:44
18115,未烊择燃,子柒姐姐，好久不见，好想你,3月23日 01:02
19648,愿童心还在,子柒姐姐，不名留青史真的是天理不容。 姐姐一定会被后世敬仰，膜拜。 三生有幸，能看到或着的李子柒！,3月22日 23:31
11713,歆歆姐的小贱猫,子柒姐姐，爱你，你和奶奶都要好好的,3月23日 19:37
26340,Alexandra霆,子柒姐姐！终于又见到你啦，太开心了，你做的东西都好漂亮！好有创意，我也要学做有创意有意义的东西！,3月22日 13:27
14873,猫步轻俏w,子柒姐姐！！！,3月23日 11:34
1878,Bling闪光少女,子柒姐姐 真的是太厉害了 什么都靠自己纯手工做 感觉你无所不能 最后和婆婆站在树下赏花的那一幕不禁感动了[愛你],4月4日 15:15
28789,wxhiloveyou,子柒姐姐 真的好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢好喜欢你呀 数不完的喜欢  做手工的时候小心手喔 看到你手受伤 喜欢的人都会很心疼的,3月21日 23:38
20711,隔壁邻居刘大爷丶,子柒姐姐 康康我,3月22日 22:50
4648,一杯摩卡加点糖,子柒姐姐,3月28日 13:18
15652,开心花花yu,子柒姐姐,3月23日 10:00
20174,想嚯奶茶-,子柒姐姐,3月22日 23:11
21657,小火车嘟嘟BOY,子柒姐姐,3月22日 22:16
6248,IV1ing,子柒姐简直全能,3月26日 14:37
17737,慰君之爪_Kenny,子柒姐回来了呜呜呜呜呜呜,3月23日 01:58
29692,鸞豬兩難説,子柒姐好心灵手巧！！！好好看,3月21日 22:03
1529,洛兰艺兴娜娜,子柒姐好腻害啊！（羡慕(º﹃º )）,4月7日 21:45
19555,鹤栖清明,子柒姐好厉害啊好厉害啊，你也要保重身体啊啊，强行么么哒,3月22日 23:35
31043,小乖乖-199766653,子柒姐还有什么是你不会的嘛？,3月21日 19:06
23453,Judy_Seven,子柒姐，最喜欢看你的视频，山间的花，还有屋里的婆婆，🐱🐶都是那么让人喜爱，反正每一秒都让我舒服，总是能带给我一种特殊的情感，爱你,3月22日 21:17
23294,丁丁丁丁_1046,子柒姐，有没有面料啊！我想自己做衣服用有没有链接,3月22日 21:23
11603,夜雨韩晨,子柒姐，想问一下有你不会做的东西吗,3月23日 19:57
28647,建明kevin,子柒姐，太喜欢你了，怎么办,3月21日 23:54
19804,没被翻牌的小谢,子柒姐，你终于更新了，等了好久了，每次登微博都要去你那看看有没有更新,3月22日 23:25
14029,恵惠蕙橞叀寭,子柒姐  终于见到你了  好想你  每次看你视频都觉得心能平静,3月23日 13:23
11503,顾瑾默,子柒姐,3月23日 20:14
12988,拾月拾衣,子柒简直太牛了，在她视频里看似只有短短十几分钟，却经历了春秋变化，更是经过时间的漫长等待，其中耗费的精力更是我们看不到也想不到的。感谢子柒的视频，让人慢下来，也让人感受了手艺人的不易。,3月23日 15:56
6108,哪儿有西瓜,子柒简直是我女神最后一幕好美,3月26日 17:12
1421,王东东snowy,子柒简直是神仙女子,4月9日 13:47
24039,陈超级美,子柒简直是个宝藏女孩,3月22日 20:57
744,夕颜是一种花吗,子柒简直没词儿夸了，我的最爱不接受任何反驳！,4月20日 14:55
5215,九野酒歌,子柒加油冲冲冲，给我们带来好作品真的辛苦你啦！2020一切都好,3月27日 17:10
8055,DollyYx,子柒加油！喜欢你！永远支持你！,3月25日 01:25
22623,赵甲利忧郁的小王子,子柒加油！！！,3月22日 21:45
19283,两个人開心_,子柒加油！,3月22日 23:48
16603,花啦啦花啦,子柒活得太美了,3月23日 08:29
31659,看到芒果就烦,子柒活出了这个世界最美好的样子，而子柒本身也就是世界最美好的样子。,3月21日 17:29
22538,solmi,子柒会出服装吧,3月22日 21:48
19401,微笑倾城732,子柒回来了,3月22日 23:42
22217,小菌君吖,子柒画画水平一流,3月22日 21:58
12517,说不定夜空中可能,子柒画画好棒ヾ ^_^♪,3月23日 17:11
15295,ohhh小鹿,子柒画的小人儿和最后那一幕呼应上了太用心了叭生活的小美好,3月23日 10:40
26282,安然的sunshine,子柒画的好美  太好看了  我妈妈说怎么这么厉害  什么都会  今年腌制鸭蛋的时候也是仿照子柒之前视频里面的方法做的  期待呀,3月22日 13:41
6304,明心51900,子柒很优秀,3月26日 13:39
28084,陕西恒鸿户外有限公司,子柒很喜欢你的视频，看了过后，有一种奋发图强的感觉。传递正能量。,3月22日 01:45
17068,紫涵莫若雪,子柒很多即将失传的手艺你都可以录成视频，也可以开培训班让它们不会失传一直看好你,3月23日 07:30
29943,聆雨1993,子柒很棒！喜欢！,3月21日 21:33
13152,恩宠honey,子柒好有才,3月23日 15:31
29753,淡笑_莫忘了相思,子柒好用心的学了好多技能啊，虽然你说是生活所逼，但你确实学会了很多东西。在我心里子柒真的是全能女生。,3月21日 21:56
11931,颜唯a,子柒好像一个女侠,3月23日 19:00
6320,Happyness小汤圆,子柒好想你，已经关注你很长时间了，谢谢你,3月26日 13:26
16835,介词丶副词,子柒好温柔啊啊啊啊   我酸啦,3月23日 08:05
13303,_Grace七,子柒好漂亮,3月23日 15:03
27361,不比南风寂寞,子柒好厉害呀,3月22日 09:36
21933,万沐秋,子柒好厉害哦，想娶回家,3月22日 22:08
21418,要努力的思鱼儿,子柒好厉害啊,3月22日 22:25
12887,王者无敌呀呀,子柒好厉害。好久没更新，更新就是大作喜欢哇,3月23日 16:13
8269,快乐追星的小柒,子柒好厉害，仙女柒,3月24日 23:23
9072,莜伤倒数,子柒好厉害，感觉什么都会的样子，子柒活成了我们女人心目中的生活,3月24日 14:12
25796,红红火火恍恍惚惚wen,子柒好厉害,3月22日 15:30
16606,未月七七,子柒好久没发微博了呜呜,3月23日 08:28
5379,芷珊珊珊呀,子柒好久不见呀,3月27日 12:58
30434,早早的小漪洛啊,子柒好久不见啊(ง ˙o˙)ว,3月21日 20:23
13599,独一无二22995,子柒好久不见啊！这款披风好漂亮,3月23日 14:21
28548,CPOP-Queen黄桃桃,子柒好久不见ｸﾞｯ!(๑•̀ㅂ•́)و✧ 我就单纯的想要抽中😂😆，运气吖😇😇,3月22日 00:09
23058,薄荷酱o_O,子柒好久不见，感觉你又憔悴又瘦了，吃胖一点呀,3月22日 21:31
8788,芋圆爱拉屎,子柒好久不见,3月24日 17:50
30641,你微笑时很美陆思诚,子柒好久不见,3月21日 19:56
14257,啪啊嘶啊w,子柒好棒啊，什么都会,3月23日 12:54
18290,Carrie是lulu,子柒好棒👍 作为高三学子背了很多关于你的作文素材呢！ 我们一起努力呀！,3月23日 00:45
23843,恋恋风尘kkw,子柒好棒，想你啦,3月22日 21:03
9060,杜晓闻217,子柒好棒，蓝色的染布有天空的蓝色呢，祝好,3月24日 14:21
22901,你看我的眼里有什么,子柒好棒,3月22日 21:36
28535,小肥羊贵妃,子柒好棒,3月22日 00:12
8701,肖战哥哥的隐婚老婆,子柒好,3月24日 19:04
23944,王小卷儿吖,子柒还有啥你不会的？太厉害了叭,3月22日 21:00
19707,无处安放的旧时光,子柒姑娘是真的心灵手巧，太美了！,3月22日 23:29
20460,风骨总如兰,子柒姑娘的视频真可谓是百看不厌,3月22日 22:59
20666,SLRAKSCARKAWMGOP,子柒勾起了我的动手欲,3月22日 22:52
28125,时间都给猫,子柒更新了就很开心！,3月22日 01:28
14465,不教湖马度英山,子柒—非遗文化重要传播者,3月23日 12:33
22308,小林徹也够胡闹,子柒发视频啦！！！！！！！看到她一笑我就开心到炸开啦！！！！！！！,3月22日 21:55
3764,午后奶茶531,子柒多久我才能变成铁粉呢,3月29日 20:46
8307,秋夕qian,子柒对中华文化的传承，让我们觉得骄傲，一如既往的喜欢你！  ,3月24日 23:05
3513,草木渔夫,子柒的作品达到了新高度。,3月30日 00:21
8243,yx小清新,子柒的衣服都是自己做的,3月24日 23:35
28520,MyseIy-U,子柒的颜是才华的外在，子柒的气质是才华的内在。看着子柒总有一种世外的感觉。,3月22日 00:14
26767,OPKP007,子柒的头发真好呀！,3月22日 11:55
12084,朵朵夕云,子柒的手艺很好，但我的心告诉我，还是想要非遗大师的,3月23日 18:30
994,幸福上上签2008,子柒的手一看就是干活的手,4月14日 13:59
27028,这只猫好为食,子柒的手是做过多少活才有这样的手，子柒要注意休息啊，不要太劳累！,3月22日 10:48
7374,里钉钉,子柒的手是这世上最美的手,3月25日 16:13
20818,罗豆豆兜兜兜兜,子柒的手看着真让人心疼,3月22日 22:47
49,lyraa-,子柒的手好粗糙，心疼,3月20日 13:48
27717,Ting_ti_,子柒的手跟我妈妈常年劳作的双手一样。,3月22日 07:48
5749,殇心梧桐,子柒的手都蓝得洗不掉啦，被我瞄到了,3月26日 23:20
2084,山河已暮,子柒的手比仙女的好看,4月3日 00:55
27092,JJZ啊,子柒的手……,3月22日 10:35
32126,今天你吃饱了吗哈哈哈,子柒的手......虽然做这些很有意义但还是很心疼，一个漂漂亮亮的女生的手因为做农活变成了那样,3月21日 16:26
15519,清樱_qdx,子柒的视频质量很高，无论是拍摄取景角度和画面布局还是后期剪辑和调色，包括运用其中的各种蒙太奇都恰到好处，子柒之前接受新浪的采访时说她负责视频后期的剪辑和处理，具体的我不记得了，但是大体意思是视频的风格和灵魂无法假借他人，只有自己亲自动手才能准确表达出来，个人非常能感深受。,3月23日 10:14
5358,不是你的馅饼啊,子柒的视频越来越有文化灵魂了 赞,3月27日 13:19
23946,荭隶与律隶魚,子柒的视频有种治愈的感觉,3月22日 21:00
18722,昵称ka,子柒的视频是我唯一可以静下心看的视频（其他的好多都喜欢2倍速,3月23日 00:15
2125,柠檬有点酸啊,子柒的视频每每给人一种治愈很喜欢一直支持,4月2日 22:09
20802,灼灼夭夭惟弋人,子柒的视频就是为了提醒我，生活有无限可能，别那么废，往旁边挪一挪,3月22日 22:47
25835,小媳妇没想好1999,子柒的视频叫一生系列,3月22日 15:21
2795,一只小恐龙o,子柒的视频画面越来越大了，你现在的团队也在成长，希望你能多些快乐，少些烦恼，也让我们能永远看到这么美的画面。,4月1日 14:04
4552,解先生的小可爱吖丶,子柒的视频。永远看不腻！！,3月28日 15:25
8651,高粱立正了,子柒的生活，真的满足了我对于充满诗意的生活的所有想象！,3月24日 19:46
13374,judy田心,子柒的摄影师是极好的,3月23日 14:51
2802,小天粮011,子柒的奶奶才是真正有福之人,4月1日 13:21
31997,西窗共饮,子柒的每一条视频都仔细看，每一条；接触的第一条是面包窑的那条，那是一个下雨的早上，窝在被窝里看的，顿时觉得生活原来可以这样美好，然后翻看了所有,3月21日 16:45
4242,夷山觅叶,子柒的每一个视频都会去看，真的很辛苦，以后会继续支持你。,3月28日 23:38
24351,是你的靜雯啦m,子柒的每个视频都很用心，会一直支持你的,3月22日 20:46
807,宋健康医生,"子柒的蜡染，娴熟蜡刀蘸熔蜡绘花技法形云流水，蓝靛浸染，去蜡，布面就呈现出蓝底白花或白底蓝花的多种图案，图案丰富，子柒赏花图风格独特,富有民族特色，超赞！！！",4月18日 10:02
32245,宋健康医生,"子柒的蜡染，娴熟蜡刀蘸熔蜡绘花技法形云流水，蓝靛浸染，去蜡，布面就呈现出蓝底白花或白底蓝花的多种图案，图案丰富，子柒赏花图风格独特,富有民族特色，超赞！！！",3月21日 16:08
24135,芉眠的秋天,子柒的家好美哦！这个也太能干了嘛！,3月22日 20:54
10719,魔法辰堡啦啦啦啦,子柒的画也极美,3月23日 22:15
15594,深情的小甜甜爱吃帝君的糖醋鱼,子柒的画工怎么也如此了得,3月23日 10:06
15877,南上海博伊卡,子柒的床上有两个枕头 一个是子柒的枕头 另一个也是子柒的枕头,3月23日 09:39
6887,柒公子YOYO,子柒的策划绝对是个女生,3月25日 22:50
19286,阿常有话说,子柒的，有时也看看，是享受无疑 家里的，有时也望望，是放松真的   ,3月22日 23:48
8472,缺个枕头,子柒到底是什么神仙姐姐啊，怎么什么都会,3月24日 21:44
18226,黎碰碰车,子柒到底是什么绝世无敌神仙太棒了吧，真的好喜欢你！！！！,3月23日 00:51
10056,梦幻泡泡1573,子柒当你的助理好幸福啊,3月23日 23:38
11886,夏至为我,子柒带奶奶去看花那一幕，真的特别感动，希望你和奶奶一直健康快乐。,3月23日 19:08
498,午夜阳光9279,子柒穿的红色斗笠最漂亮,4月28日 18:53
24779,Yue_Coisini,子柒除了裁纸什么都会,3月22日 19:55
10176,Empty04331,子柒出品，必属精品结尾真的设计的好,3月23日 23:21
105,网瘾少女唐楚楚,子柒出品，必属精品,3月20日 12:29
8089,寻黎011,子柒出品，必属精品,3月25日 00:55
12770,圆笑笑啊,子柒出品，必属精品,3月23日 16:28
30410,一辈子赖在青春里zzz,子柒出品，必属精品,3月21日 20:28
32591,贺从心呀,子柒出品，必是精品哈哈哈哈哈哈哈真的厉害,3月21日 15:28
20540,西柚西柚西yo,子柒出品  必是精品  太好看了！！,3月22日 22:56
29583,颜Amy,子柒出品 必定精品,3月21日 22:16
7902,jokermyZ,子柒抽我！,3月25日 08:59
29675,沫筠芷,子柒超厉害！又长见识了！大制作！今天也是爱子柒的一天,3月21日 22:06
8664,今天又想赖床呀,子柒超棒的呀！！！,3月24日 19:36
30887,w你要乖啊,子柒超棒！！！,3月21日 19:28
5765,黎梦·,子柒不是在拍视频啊，是在传承啊！这种非物质文化遗产不能断绝！大爱柒柒,3月26日 23:09
3637,Givenchy丶,子柒宝藏女孩。,3月29日 23:02
4093,可-腾,子柒棒棒的好久不见，想念,3月29日 10:10
4092,可-腾,子柒棒棒的好久不见，平安,3月29日 10:11
8665,InSChel,子柒棒棒的！！！,3月24日 19:34
5684,方炜啁,子柒棒棒哒,3月27日 00:13
9100,端月初肆,子柒棒棒哒,3月24日 13:50
13611,生活要是像长胖一样简单就好了,子柒爱你~,3月23日 14:19
13372,小桂与小灰灰,子柒啊子柒，你还要给我们带来多少多少的惊喜！ 这一期蜡染视频，我看到不仅仅是你的认真，专注，付出，我更看到作为一名中华儿女的对非遗的不懈传承！！ 我们一直爱着你！有你在，我感觉，我的奇妙的知识又增加了！ 但你也不要太累了，一定要对自己好一点！！ 🤗🤗🤗,3月23日 14:52
28552,蜗牛小姐9999,子柒啊有没有你不会的,3月22日 00:08
9130,覃小衾,子柒啊啊啊啊啊啊喜欢你两年了，好久不更新了,3月24日 13:34
32400,别跟我抢鸡腿嗷,子柒啊啊啊啊啊 我等你们家螺蛳粉等的要哭了,3月21日 15:50
5236,北漂小女子00,子柒啊，我发现就没有你不会的啊，你真的像个天使一样呢！,3月27日 16:44
